Gene name,Chromosome,Orientation,Left ORF border,Right ORF border,Left txn border,Right txn border,ORF length,Left UTR,Right UTR
SPBP8B7.10c ,chromosome2,-,3650627,3651820,3650455,NA,1193,172,NA
SPBP8B7.11 ,chromosome2,+,3652307,3653795,3652211,3654191,1488,96,396
SPBP8B7.12c,chromosome2,-,3654474,3655136,3654470,3655294,662,4,158
SPBP8B7.13,chromosome2,+,3655545,3656375,3655457,3656613,830,88,238
SPBP8B7.14c,chromosome2,-,3656886,3658752,3656780,3658923,1866,106,171
SPBP8B7.15c ,chromosome2,-,3660173,3661621,3660078,3662441,1448,95,820
SPBP8B7.16c,chromosome2,-,3662854,3665301,3662774,3665359,2447,80,58
SPBP8B7.17c ,chromosome2,-,3665868,3667388,3665799,3667725,1520,69,337
SPBP8B7.18c ,chromosome2,-,3668063,3669718,3667996,3669975,1655,67,257
SPBP8B7.19,chromosome2,+,3671459,3674518,3671407,3674597,3059,52,79
SPBP8B7.20c ,chromosome2,-,3674751,3676577,3674705,3676577,1826,46,0
SPBP8B7.21 ,chromosome2,+,3677713,3679289,3677681,3679600,1576,32,311
SPBP8B7.22 ,chromosome2,+,3680026,3680756,3679990,3681031,730,36,275
SPBP8B7.23,chromosome2,+,3682061,3684082,3681913,3684280,2021,148,198
SPBP8B7.24c ,chromosome2,-,3684653,3685265,3684389,3685376,612,264,111
SPBP8B7.25 ,chromosome2,+,3685901,3686599,3685871,3686755,698,30,156
SPBP8B7.26,chromosome2,+,3687124,3687966,3687082,3688020,842,42,54
SPBP8B7.27 ,chromosome2,+,3688539,3691006,NA,NA,2467,NA,NA
SPBP8B7.28c,chromosome2,-,3691201,3691848,3691201,3691848,647,0,0
SPBP8B7.29 ,chromosome2,+,3692563,3694719,3692473,3694840,2156,90,121
SPBP8B7.30c,chromosome2,-,3695121,3697694,3695055,3697694,2573,66,0
SPBP8B7.31,chromosome2,+,3698333,3698999,3698193,3699180,666,140,181
SPBPB10D8.01 ,chromosome2,+,81295,82953,81025,83118,1658,270,165
SPBPB10D8.02c ,chromosome2,-,83767,85431,83337,85483,1664,430,52
SPBPB10D8.03,chromosome2,+,87727,89029,NA,NA,1302,NA,NA
SPBPB10D8.04c ,chromosome2,-,91724,92863,NA,NA,1139,NA,NA
SPBPB10D8.05c ,chromosome2,-,94483,95622,NA,NA,1139,NA,NA
SPBPB10D8.06c ,chromosome2,-,97242,98381,NA,NA,1139,NA,NA
SPBPB10D8.07c ,chromosome2,-,100001,101140,NA,NA,1139,NA,NA
SPBPB21E7.01c,chromosome2,-,58324,59646,NA,NA,1322,NA,NA
SPBPB21E7.02c,chromosome2,-,60553,61205,NA,NA,652,NA,NA
SPBPB21E7.04c,chromosome2,-,64669,65514,NA,NA,845,NA,NA
SPBPB21E7.05,chromosome2,+,66842,67225,NA,NA,383,NA,NA
SPBPB21E7.06,chromosome2,+,68355,68852,NA,NA,497,NA,NA
SPBPB21E7.07,chromosome2,+,70204,71094,70156,71310,890,48,216
SPBPB21E7.08,chromosome2,+,72345,73390,72081,73390,1045,264,0
SPBPB21E7.09 ,chromosome2,+,76318,77400,NA,NA,1082,NA,NA
SPBPB2B2.01 ,chromosome2,+,4458010,4459767,4457742,4459777,1757,268,10
SPBPB2B2.02,chromosome2,+,4460559,4461704,NA,NA,1145,NA,NA
SPBPB2B2.03c,chromosome2,-,4462609,4464024,NA,NA,1415,NA,NA
SPBPB2B2.04,chromosome2,+,4464941,4465474,NA,NA,533,NA,NA
SPBPB2B2.05,chromosome2,+,4466723,4467515,4466651,4467590,792,72,75
SPBPB2B2.06c,chromosome2,-,4469200,4471005,NA,NA,1805,NA,NA
SPBPB2B2.07c,chromosome2,-,4474145,4474931,NA,NA,786,NA,NA
SPBPB2B2.08,chromosome2,+,4476012,4476674,NA,NA,662,NA,NA
SPBPB2B2.09c ,chromosome2,-,4479110,4480162,4478919,4480162,1052,191,0
SPBPB2B2.10c ,chromosome2,-,4482569,4483678,4482546,4483703,1109,23,25
SPBPB2B2.11 ,chromosome2,+,4484059,4485156,NA,NA,1097,NA,NA
SPBPB2B2.12c ,chromosome2,-,4485277,4487418,4485277,4487496,2141,0,78
SPBPB2B2.13 ,chromosome2,+,4488491,4490050,4488324,4490085,1559,167,35
SPBPB2B2.14c,chromosome2,-,4492580,4493322,NA,NA,742,NA,NA
SPBPB2B2.15,chromosome2,+,4496373,4496984,NA,NA,611,NA,NA
SPBPB2B2.16c ,chromosome2,-,4497937,4499394,NA,NA,1457,NA,NA
SPBPB2B2.17c,chromosome2,-,4501956,4502396,NA,NA,440,NA,NA
SPBPB2B2.18,chromosome2,+,4502692,4503664,NA,NA,972,NA,NA
SPBPB2B2.19c,chromosome2,-,4503910,4504944,4503653,4505257,1034,257,313
SPBPB7E8.01,chromosome2,+,3494517,3496226,3494416,3496729,1709,101,503
SPBPB7E8.02,chromosome2,+,3499132,3501381,3498434,3501952,2249,698,571
SPBPB8B6.02c ,chromosome2,-,44810,46831,NA,NA,2021,NA,NA
SPBPB8B6.03,chromosome2,+,47428,49071,NA,NA,1643,NA,NA
SPBPB8B6.04c,chromosome2,-,49143,51181,NA,NA,2038,NA,NA
SPBPB8B6.05c ,chromosome2,-,54497,55567,54316,55582,1070,181,15
SPBPB8B6.06c,chromosome2,-,55850,56785,55850,NA,935,0,NA
SPBPJ4664.01,chromosome2,+,684143,685360,684143,686028,1217,0,668
SPBPJ4664.02,chromosome2,+,687716,699631,687347,699886,11915,369,255
SPBPJ4664.03,chromosome2,+,700364,700556,NA,NA,192,NA,NA
SPBPJ4664.04 ,chromosome2,+,701890,705513,701866,705661,3623,24,148
SPBPJ4664.05,chromosome2,+,705932,706666,NA,NA,734,NA,NA
SPBPJ4664.06,chromosome2,+,707588,711934,707531,712372,4346,57,438
SPCC1020.01c,chromosome3,+,793179,796211,NA,NA,3032,NA,NA
SPCC1020.02,chromosome3,-,786520,790614,786422,NA,4094,98,NA
SPCC1020.03 ,chromosome3,-,784250,785705,NA,NA,1455,NA,NA
SPCC1020.04c,chromosome3,+,783101,783747,783066,784000,646,35,253
SPCC1020.05 ,chromosome3,-,775041,776570,774760,776740,1529,281,170
SPCC1020.06c ,chromosome3,+,773498,774466,773389,774764,968,109,298
SPCC1020.07,chromosome3,-,770722,771725,NA,771957,1003,NA,232
SPCC1020.08 ,chromosome3,-,767986,770052,767887,770085,2066,99,33
SPCC1020.09,chromosome3,-,766170,767369,NA,NA,1199,NA,NA
SPCC1020.10,chromosome3,-,758901,760853,758590,762606,1952,311,1753
SPCC1020.11c,chromosome3,+,757365,757861,NA,NA,496,NA,NA
SPCC1020.12c,chromosome3,+,755257,756186,755257,756225,929,0,39
SPCC1020.13c ,chromosome3,+,752474,754631,752474,754798,2157,0,167
SPCC1020.14,chromosome3,-,778133,782134,NA,NA,4001,NA,NA
SPCC10H11.01,chromosome3,+,519540,522584,519505,522642,3044,35,58
SPCC10H11.02,chromosome3,+,524132,525001,523960,NA,869,172,NA
SPCC1183.01 ,chromosome3,+,591852,594435,591775,594858,2583,77,423
SPCC1183.02 ,chromosome3,+,595060,596002,595021,596065,942,39,63
SPCC1183.03c ,chromosome3,-,596368,597078,596340,597111,710,28,33
SPCC1183.04c,chromosome3,-,597614,599237,597496,NA,1623,118,NA
SPCC1183.05c,chromosome3,-,599310,602803,NA,602886,3493,NA,83
SPCC1183.06,chromosome3,+,603037,604129,602995,604260,1092,42,131
SPCC1183.07 ,chromosome3,+,606337,611409,606295,611687,5072,42,278
SPCC1183.08c,chromosome3,-,611900,612550,611851,612565,650,49,15
SPCC1183.09c,chromosome3,-,613345,613725,612898,613940,380,447,215
SPCC1183.10 ,chromosome3,+,615605,616689,NA,NA,1084,NA,NA
SPCC1183.11 ,chromosome3,+,620024,623059,618894,623127,3035,1130,68
SPCC1183.12,chromosome3,-,604405,604872,NA,NA,467,NA,NA
SPCC11E10.01 ,chromosome3,+,1453242,1454414,1451790,1454540,1172,1452,126
SPCC11E10.02c,chromosome3,-,1454816,1455958,1454705,1456192,1142,111,234
SPCC11E10.03,chromosome3,+,1456436,1457491,NA,NA,1055,NA,NA
SPCC11E10.04 ,chromosome3,+,1457861,1459192,1457842,1459437,1331,19,245
SPCC11E10.05c,chromosome3,-,1460509,1462227,1460261,1462351,1718,248,124
SPCC11E10.06c ,chromosome3,-,1463253,1464338,1463176,1464338,1085,77,0
SPCC11E10.07c ,chromosome3,-,1464773,1466006,1464773,1466006,1233,0,0
SPCC11E10.08,chromosome3,+,1468174,1471296,1467905,1471426,3122,269,130
SPCC11E10.09c ,chromosome3,-,1471781,1473326,1471480,1473462,1545,301,136
SPCC1223.01 ,chromosome3,+,1834613,1836914,1834592,1837176,2301,21,262
SPCC1223.02,chromosome3,+,1838485,1839525,NA,NA,1040,NA,NA
SPCC1223.03c ,chromosome3,-,1840687,1842636,1840586,1843228,1949,101,592
SPCC1223.04c,chromosome3,-,1844960,1846194,1844960,NA,1234,0,NA
SPCC1223.05c ,chromosome3,-,1847518,1847853,1847514,1847853,335,4,0
SPCC1223.06,chromosome3,+,1849018,1852461,1848891,1852520,3443,127,59
SPCC1223.07c ,chromosome3,-,1852712,1854512,1852712,1854512,1800,0,0
SPCC1223.08c,chromosome3,+,1855469,1857056,1855271,1857056,1587,198,0
SPCC1223.09 ,chromosome3,-,1857343,1858233,NA,NA,890,NA,NA
SPCC1223.10c,chromosome3,-,1860767,1861913,NA,NA,1146,NA,NA
SPCC1223.11,chromosome3,+,1863757,1864869,1863685,NA,1112,72,NA
SPCC1223.12c,chromosome3,-,1868480,1869730,NA,NA,1250,NA,NA
SPCC1223.13 ,chromosome3,+,1871750,1874641,1871388,1875620,2891,362,979
SPCC1223.14 ,chromosome3,+,1876299,1877486,1876173,1877657,1187,126,171
SPCC1223.15c,chromosome3,-,1846215,1846762,NA,1846762,547,NA,0
SPCC1235.01,chromosome3,+,174183,176159,173942,176360,1976,241,201
SPCC1235.02,chromosome3,+,176957,178048,176747,178673,1091,210,625
SPCC1235.03 ,chromosome3,+,179387,180586,179113,180760,1199,274,174
SPCC1235.04c ,chromosome3,-,181068,181966,180815,182136,898,253,170
SPCC1235.05c ,chromosome3,-,183023,186877,182765,186920,3854,258,43
SPCC1235.06,chromosome3,+,189259,190092,189121,190221,833,138,129
SPCC1235.07,chromosome3,+,190730,191822,190605,192090,1092,125,268
SPCC1235.08c,chromosome3,-,192446,193126,NA,NA,680,NA,NA
SPCC1235.09 ,chromosome3,+,194552,196426,194400,196493,1874,152,67
SPCC1235.10c,chromosome3,-,196809,199316,196547,199350,2507,262,34
SPCC1235.11,chromosome3,+,200130,200987,200013,201331,857,117,344
SPCC1235.12c,chromosome3,-,201772,202707,NA,NA,935,NA,NA
SPCC1235.13,chromosome3,+,204733,206340,204733,206340,1607,0,0
SPCC1235.14,chromosome3,+,212313,213953,211671,214376,1640,642,423
SPCC1235.15,chromosome3,+,215424,216910,215355,217060,1486,69,150
SPCC1259.01c,chromosome3,-,1032939,1033456,1032931,1033480,517,8,24
SPCC1259.02c,chromosome3,-,1034412,1036880,1034252,1037057,2468,160,177
SPCC1259.03,chromosome3,+,1040133,1040737,1040133,1041016,604,0,279
SPCC1259.04,chromosome3,+,1041374,1041934,1041347,1042115,560,27,181
SPCC1259.05c ,chromosome3,-,1042639,1042877,1042502,1042886,238,137,9
SPCC1259.06 ,chromosome3,+,1043831,1044555,1043602,1044976,724,229,421
SPCC1259.07 ,chromosome3,+,1045467,1046568,1045467,NA,1101,0,NA
SPCC1259.08,chromosome3,+,1048603,1049787,1047616,1049981,1184,987,194
SPCC1259.09c ,chromosome3,-,1050087,1051713,1050036,1051797,1626,51,84
SPCC1259.10,chromosome3,+,1052318,1053649,1051907,1053665,1331,411,16
SPCC1259.11c ,chromosome3,-,1053866,1056028,1053720,1056141,2162,146,113
SPCC1259.12c ,chromosome3,-,1056495,1058189,1056471,1058189,1694,24,0
SPCC1259.13,chromosome3,+,1060020,1061775,1059935,NA,1755,85,NA
SPCC1259.14c,chromosome3,-,1061985,1064195,NA,NA,2210,NA,NA
SPCC1259.15c,chromosome3,-,1058890,1059737,1058615,1059770,847,275,33
SPCC126.01c,chromosome3,-,2115316,2116425,2115090,2116687,1109,226,262
SPCC126.02c,chromosome3,-,2117287,2119418,2117128,2119548,2131,159,130
SPCC126.03,chromosome3,+,2120665,2122373,2120646,2122571,1708,19,198
SPCC126.04c ,chromosome3,-,2122751,2123856,2122681,2123893,1105,70,37
SPCC126.05c ,chromosome3,-,2124545,2125660,2124166,2125706,1115,379,46
SPCC126.06 ,chromosome3,+,2125950,2127282,2125925,2127578,1332,25,296
SPCC126.07c ,chromosome3,-,2127734,2129449,2127578,2129500,1715,156,51
SPCC126.08c ,chromosome3,-,2130041,2130979,2129831,2131043,938,210,64
SPCC126.09 ,chromosome3,+,2132202,2133458,2131757,2134067,1256,445,609
SPCC126.10 ,chromosome3,+,2134702,2135442,2134450,2135715,740,252,273
SPCC126.11c,chromosome3,-,2136201,2136854,2135880,2136873,653,321,19
SPCC126.12,chromosome3,+,2138121,2139127,2138026,2139128,1006,95,1
SPCC126.13c ,chromosome3,-,2140570,2141174,2139897,2141271,604,673,97
SPCC126.14 ,chromosome3,+,2141190,2142266,2141162,2143307,1076,28,1041
SPCC126.15c ,chromosome3,-,2142679,2143331,2142317,2143331,652,362,0
SPCC1281.01,chromosome3,+,1374172,1381404,1373086,1381776,7232,1086,372
SPCC1281.02c,chromosome3,-,1382490,1383425,NA,1383480,935,NA,55
SPCC1281.03c,chromosome3,-,1384032,1384613,1383701,1384966,581,331,353
SPCC1281.04 ,chromosome3,+,1386802,1387803,NA,NA,1001,NA,NA
SPCC1281.05 ,chromosome3,+,1388798,1389970,1388762,1392061,1172,36,2091
SPCC1281.06c ,chromosome3,-,1392690,1394129,1392611,1394865,1439,79,736
SPCC1281.07c ,chromosome3,-,1397625,1398566,1397232,1398716,941,393,150
SPCC1281.08 ,chromosome3,+,1399379,1400476,NA,NA,1097,NA,NA
SPCC132.01c,chromosome3,-,1325197,1328307,1325125,1328370,3110,72,63
SPCC132.02 ,chromosome3,+,1329098,1330220,1328975,1330626,1122,123,406
SPCC132.03,chromosome3,+,1331555,1332345,1331231,1332550,790,324,205
SPCC132.04c ,chromosome3,-,1332764,1336084,1332716,1336125,3320,48,41
SPCC132.05c,chromosome3,-,1338731,1340098,1338711,1340098,1367,20,0
SPCC1322.01,chromosome3,+,1283162,1286035,1283162,NA,2873,0,NA
SPCC1322.02,chromosome3,+,1286350,1287405,NA,1287451,1055,NA,46
SPCC1322.03 ,chromosome3,+,1288137,1290725,1287891,NA,2588,246,NA
SPCC1322.04 ,chromosome3,+,1292178,1293698,1292127,1293941,1520,51,243
SPCC1322.05c ,chromosome3,-,1294076,1295914,1293995,1296086,1838,81,172
SPCC1322.06,chromosome3,+,1296958,1300186,1296958,1300540,3228,0,354
SPCC1322.07c,chromosome3,-,1300640,1300954,NA,NA,314,NA,NA
SPCC1322.08,chromosome3,+,1302900,1304865,1301970,1305436,1965,930,571
SPCC1322.09,chromosome3,+,1306194,1307773,1306150,1307802,1579,44,29
SPCC1322.10,chromosome3,+,1309780,1310568,1309616,1310880,788,164,312
SPCC1322.11,chromosome3,+,1311652,1312336,1311652,1312367,684,0,31
SPCC1322.12c,chromosome3,-,1312798,1315932,NA,1315996,3134,NA,64
SPCC1322.13,chromosome3,+,1316337,1317995,1316327,1317995,1658,10,0
SPCC1322.14c ,chromosome3,-,1318425,1320590,1318141,1321002,2165,284,412
SPCC1322.15,chromosome3,+,1321587,1321922,1321387,1322155,335,200,233
SPCC1322.16,chromosome3,+,1323871,1325022,1323862,1325022,1151,9,0
SPCC1393.02c ,chromosome3,-,796749,797969,NA,NA,1220,NA,NA
SPCC1393.03,chromosome3,+,798282,798743,798248,798850,461,34,107
SPCC1393.04,chromosome3,+,799843,800618,799456,800885,775,387,267
SPCC1393.05,chromosome3,+,801197,804501,NA,NA,3304,NA,NA
SPCC1393.06c ,chromosome3,-,804627,806009,804518,806059,1382,109,50
SPCC1393.07c,chromosome3,-,806262,808855,NA,NA,2593,NA,NA
SPCC1393.08 ,chromosome3,+,812655,814328,811668,814526,1673,987,198
SPCC1393.09c,chromosome3,-,815442,816457,NA,NA,1015,NA,NA
SPCC1393.10,chromosome3,+,818459,819328,817990,819698,869,469,370
SPCC1393.11 ,chromosome3,+,821644,822237,821294,NA,593,350,NA
SPCC1393.12,chromosome3,+,823679,824005,NA,824372,326,NA,367
SPCC1393.13,chromosome3,+,825105,826540,825030,NA,1435,75,NA
SPCC1393.14,chromosome3,-,819849,820157,NA,NA,308,NA,NA
SPCC13B11.01,chromosome3,+,1591359,1592411,1591327,1592867,1052,32,456
SPCC13B11.02c,chromosome3,-,1593402,1593818,NA,NA,416,NA,NA
SPCC13B11.03c ,chromosome3,-,1595042,1596061,NA,NA,1019,NA,NA
SPCC13B11.04c ,chromosome3,-,1597415,1598596,NA,NA,1181,NA,NA
SPCC1442.01,chromosome3,+,1766086,1768821,NA,NA,2735,NA,NA
SPCC1442.02 ,chromosome3,+,1768993,1770738,NA,1771067,1745,NA,329
SPCC1442.03 ,chromosome3,+,1771492,1772631,1771287,1773323,1139,205,692
SPCC1442.04c,chromosome3,-,1774200,1775429,1774078,1775522,1229,122,93
SPCC1442.05c,chromosome3,-,1776594,1777127,1776511,1777127,533,83,0
SPCC1442.06 ,chromosome3,+,1778156,1779195,1778105,1779535,1039,51,340
SPCC1442.07c ,chromosome3,-,1779612,1780460,1779535,1780693,848,77,233
SPCC1442.08c ,chromosome3,-,1781505,1782032,NA,NA,527,NA,NA
SPCC1442.09 ,chromosome3,+,1783786,1785438,1783662,1785531,1652,124,93
SPCC1442.10c,chromosome3,-,1785998,1786979,1785531,1786979,981,467,0
SPCC1442.11c,chromosome3,-,1788002,1788550,NA,NA,548,NA,NA
SPCC1442.12,chromosome3,+,1789596,1790718,1789586,1791195,1122,10,477
SPCC1442.13c,chromosome3,-,1791346,1791909,NA,NA,563,NA,NA
SPCC1442.14c ,chromosome3,-,1792837,1793238,1792738,1793286,401,99,48
SPCC1442.15c,chromosome3,-,1793766,1794374,1793562,1794440,608,204,66
SPCC1442.16c ,chromosome3,-,1794979,1795968,1794883,1796037,989,96,69
SPCC1442.17c,chromosome3,-,1796281,1797240,NA,1797246,959,NA,6
SPCC1442.19 ,chromosome3,+,1787290,1787878,NA,NA,588,NA,NA
SPCC1450.01c,chromosome3,-,1726173,1727116,NA,NA,943,NA,NA
SPCC1450.02 ,chromosome3,+,1728861,1730597,1728823,1731246,1736,38,649
SPCC1450.03 ,chromosome3,+,1731429,1732151,1731409,1732348,722,20,197
SPCC1450.04,chromosome3,+,1732774,1733665,1732774,1733831,891,0,166
SPCC1450.05c,chromosome3,-,1734767,1735183,NA,NA,416,NA,NA
SPCC1450.06c,chromosome3,-,1735427,1735927,NA,NA,500,NA,NA
SPCC1450.07c ,chromosome3,-,1736606,1737652,NA,NA,1046,NA,NA
SPCC1450.08c ,chromosome3,-,1739338,1740648,NA,NA,1310,NA,NA
SPCC1450.09c ,chromosome3,-,1741588,1743459,NA,NA,1871,NA,NA
SPCC1450.10c ,chromosome3,-,1746294,1747988,1746153,1748022,1694,141,34
SPCC1450.11c,chromosome3,-,1748633,1752649,1748297,1752918,4016,336,269
SPCC1450.12,chromosome3,+,1754287,1757207,1754236,1757316,2920,51,109
SPCC1450.13c,chromosome3,-,1757487,1758113,1757425,1758361,626,62,248
SPCC1450.14c,chromosome3,-,1759295,1760998,NA,NA,1703,NA,NA
SPCC1450.15 ,chromosome3,+,1761516,1763077,1761221,1763148,1561,295,71
SPCC1450.16c ,chromosome3,-,1763497,1765038,1763310,1765237,1541,187,199
SPCC1494.01,chromosome3,+,2316442,2317448,2316172,2317765,1006,270,317
SPCC1494.02c ,chromosome3,-,2318335,2318966,NA,NA,631,NA,NA
SPCC1494.03,chromosome3,+,2325172,2326650,2325028,2327006,1478,144,356
SPCC1494.04c,chromosome3,-,2327154,2328548,2327116,2328656,1394,38,108
SPCC1494.05c,chromosome3,-,2329468,2332407,2329371,2332452,2939,97,45
SPCC1494.06c ,chromosome3,-,2332929,2334716,2332780,2334926,1787,149,210
SPCC1494.07,chromosome3,+,2336790,2341298,2336577,2341298,4508,213,0
SPCC1494.08c,chromosome3,-,2341559,2342383,2341559,NA,824,0,NA
SPCC1494.09c,chromosome3,-,2343056,2343597,NA,2343890,541,NA,293
SPCC1494.10 ,chromosome3,+,2345367,2348261,2344770,2348565,2894,597,304
SPCC1494.11c,chromosome3,-,2320320,2324320,NA,NA,4000,NA,NA
SPCC14G10.01 ,chromosome3,+,741745,742503,741542,742530,758,203,27
SPCC14G10.02 ,chromosome3,+,743004,747752,742971,747813,4748,33,61
SPCC14G10.03c ,chromosome3,-,748037,748530,747865,748582,493,172,52
SPCC14G10.04,chromosome3,+,748812,750764,748747,751551,1952,65,787
SPCC1529.01 ,chromosome3,+,237554,239250,NA,NA,1696,NA,NA
SPCC162.01c ,chromosome3,+,1587869,1588603,1587696,1588630,734,173,27
SPCC162.02c,chromosome3,+,1584480,1587425,NA,NA,2945,NA,NA
SPCC162.03,chromosome3,-,1582904,1583782,NA,NA,878,NA,NA
SPCC162.04c ,chromosome3,-,1580123,1581694,NA,NA,1571,NA,NA
SPCC162.05 ,chromosome3,-,1578220,1579035,1578125,1579062,815,95,27
SPCC162.06c ,chromosome3,+,1577140,1577886,1577080,1577960,746,60,74
SPCC162.07,chromosome3,-,1571648,1574050,1571527,1574440,2402,121,390
SPCC162.08c,chromosome3,+,1565642,1571155,1565587,1571195,5513,55,40
SPCC162.09c ,chromosome3,+,1561986,1565147,1561240,1565422,3161,746,275
SPCC162.10,chromosome3,-,1558224,1559240,NA,NA,1016,NA,NA
SPCC162.11c ,chromosome3,+,1556445,1557809,1555182,1557886,1364,1263,77
SPCC162.12,chromosome3,-,1552781,1554195,1552715,1554475,1414,66,280
SPCC1620.01c ,chromosome3,-,2144171,2144924,2143525,2144956,753,646,32
SPCC1620.02 ,chromosome3,+,2145761,2147258,NA,NA,1497,NA,NA
SPCC1620.03,chromosome3,+,2148728,2149288,NA,NA,560,NA,NA
SPCC1620.04c,chromosome3,-,2149379,2150908,NA,NA,1529,NA,NA
SPCC1620.05 ,chromosome3,+,2152189,2153637,2152161,2153811,1448,28,174
SPCC1620.06c ,chromosome3,-,2153885,2155070,2153648,2155298,1185,237,228
SPCC1620.07c,chromosome3,-,2156304,2157450,2155627,2157496,1146,677,46
SPCC1620.08 ,chromosome3,+,2159599,2160900,2159421,2161236,1301,178,336
SPCC1620.09c ,chromosome3,-,2161331,2163123,NA,NA,1792,NA,NA
SPCC1620.10,chromosome3,+,2163205,2164165,NA,NA,960,NA,NA
SPCC1620.11,chromosome3,+,2165032,2167636,2165032,2168772,2604,0,1136
SPCC1620.12c ,chromosome3,-,2167799,2169586,2167673,2170036,1787,126,450
SPCC1620.13 ,chromosome3,+,2171468,2172316,2171357,2172403,848,111,87
SPCC1620.14c,chromosome3,-,2172623,2177665,2172510,2178068,5042,113,403
SPCC1672.01 ,chromosome3,+,560067,561277,559876,NA,1210,191,NA
SPCC1672.02c,chromosome3,-,562353,563117,561636,563726,764,717,609
SPCC1672.03c ,chromosome3,-,565891,567474,565760,568015,1583,131,541
SPCC1672.04c ,chromosome3,-,568700,569072,NA,NA,372,NA,NA
SPCC1672.05c ,chromosome3,-,570243,571448,570105,571480,1205,138,32
SPCC1672.06c,chromosome3,-,571710,574472,571591,574561,2762,119,89
SPCC1672.07 ,chromosome3,+,575537,578304,575499,578410,2767,38,106
SPCC1672.08c,chromosome3,-,579456,580313,579127,580556,857,329,243
SPCC1672.09 ,chromosome3,+,580593,582195,580593,582701,1602,0,506
SPCC1672.10,chromosome3,+,584135,585587,584130,585840,1452,5,253
SPCC1672.11c ,chromosome3,-,585906,589853,585890,589908,3947,16,55
SPCC1672.12c,chromosome3,-,590326,591654,590128,591720,1328,198,66
SPCC1682.01 ,chromosome3,+,371230,371677,NA,371885,447,NA,208
SPCC1682.02c,chromosome3,-,372447,375086,372215,375297,2639,232,211
SPCC1682.03c,chromosome3,-,375965,377882,375517,378048,1917,448,166
SPCC1682.04,chromosome3,+,378229,378925,378213,NA,696,16,NA
SPCC1682.05c ,chromosome3,-,379065,381034,378595,NA,1969,470,NA
SPCC1682.06,chromosome3,+,382377,383138,382225,NA,761,152,NA
SPCC1682.07,chromosome3,+,384473,385868,384207,385868,1395,266,0
SPCC1682.08c,chromosome3,-,386124,388235,386020,388386,2111,104,151
SPCC1682.09c ,chromosome3,-,388702,389824,388550,389870,1122,152,46
SPCC1682.10 ,chromosome3,+,390747,391765,390696,391962,1018,51,197
SPCC1682.11c,chromosome3,-,392323,394184,392127,394270,1861,196,86
SPCC1682.12c ,chromosome3,-,394883,396256,394822,397130,1373,61,874
SPCC1682.13 ,chromosome3,+,399080,399898,399004,400433,818,76,535
SPCC1682.14,chromosome3,+,400767,401348,400761,401421,581,6,73
SPCC1682.15 ,chromosome3,+,402249,404498,401970,404833,2249,279,335
SPCC1682.16 ,chromosome3,+,405612,407251,405602,407471,1639,10,220
SPCC16A11.01 ,chromosome3,+,867996,868982,NA,NA,986,NA,NA
SPCC16A11.02 ,chromosome3,+,869701,872071,869690,872165,2370,11,94
SPCC16A11.03c,chromosome3,-,872348,874056,872276,874056,1708,72,0
SPCC16A11.04 ,chromosome3,+,874608,877640,NA,NA,3032,NA,NA
SPCC16A11.05c,chromosome3,-,877939,878634,877887,878655,695,52,21
SPCC16A11.06c ,chromosome3,-,879647,881167,NA,NA,1520,NA,NA
SPCC16A11.07 ,chromosome3,+,881166,881660,881131,NA,494,35,NA
SPCC16A11.08 ,chromosome3,+,883392,885173,883392,NA,1781,0,NA
SPCC16A11.09c ,chromosome3,-,886101,886733,885750,886733,632,351,0
SPCC16A11.10c,chromosome3,-,887406,888387,887180,888446,981,226,59
SPCC16A11.11 ,chromosome3,+,888858,889205,888502,889216,347,356,11
SPCC16A11.12c ,chromosome3,-,889437,892211,889327,892295,2774,110,84
SPCC16A11.13,chromosome3,+,892720,893514,892406,893836,794,314,322
SPCC16A11.14,chromosome3,+,894171,895427,894166,NA,1256,5,NA
SPCC16A11.15c,chromosome3,-,896182,896535,896090,896915,353,92,380
SPCC16A11.16c,chromosome3,-,897682,899155,897682,899226,1473,0,71
SPCC16A11.17,chromosome3,+,900402,903137,900382,903350,2735,20,213
SPCC16C4.01 ,chromosome3,+,658832,660322,NA,NA,1490,NA,NA
SPCC16C4.02c,chromosome3,-,662342,663988,662010,664321,1646,332,333
SPCC16C4.03,chromosome3,+,664668,665340,664542,665951,672,126,611
SPCC16C4.04,chromosome3,+,667171,668069,667171,668069,898,0,0
SPCC16C4.05 ,chromosome3,+,668586,669306,NA,NA,720,NA,NA
SPCC16C4.06c ,chromosome3,-,669467,670760,NA,NA,1293,NA,NA
SPCC16C4.07,chromosome3,+,673476,675161,NA,675490,1685,NA,329
SPCC16C4.08c,chromosome3,-,675765,677026,675651,677136,1261,114,110
SPCC16C4.09,chromosome3,+,680362,683562,679277,684507,3200,1085,945
SPCC16C4.10 ,chromosome3,+,685901,686792,685880,687201,891,21,409
SPCC16C4.11,chromosome3,+,687754,688671,687754,NA,917,0,NA
SPCC16C4.12 ,chromosome3,+,689568,690167,NA,690283,599,NA,116
SPCC16C4.13c ,chromosome3,-,691135,691632,691105,691657,497,30,25
SPCC16C4.14c,chromosome3,-,691825,694845,691825,694903,3020,0,58
SPCC16C4.15 ,chromosome3,+,696054,697083,695947,697432,1029,107,349
SPCC16C4.16c,chromosome3,-,697605,698399,NA,NA,794,NA,NA
SPCC16C4.17,chromosome3,+,699038,699745,698807,699908,707,231,163
