Chrom,Strand,Internal ID,Feature class Level 1,Gene Class level 2,Husinga 2004 Gene Class,Systematic ID,Common Name,SGD_Start,SGD_End,SGD_Left,SGD_Right,SGD_Length,Experiment_ID,Experiment_Start,Experiment_End,Experiment_Left,Experiment_Right,Experiment_Length,NFR/NDR_Start,NFR/NDR_End,NFR/NDR_Left,NFR/NDR_Right,"NFR/NDR_Dyad-to-Dyad_Length (""9999"" denotes imputed dyad location)",NFR/NDR_Midpoint,Sector_Start,Sector_End,Sector_Left,Sector_Right,Reference Binding Event for Promoter,REF,REF_Coor,REF_type,REF_strand,STM_YPD,SAGA_HS,TF,Cofactor,Bound TF motif,"Consolidated TF
(motif or CX that overlaps Cofactor peak)","Sua7 count
(11743)","Ssl2 count
(11747)","Tfg1 count
(12099)","Tfa1 count
(12101)","Toa1 count
(17053)","Kin28 count
(17983)","Taf2 count
(11846)",PlusOne_Dyad,PlusOne_ID,Median Occupancy,Median Variance,MinusOne_Dyad,MinusOne_ID,Median Occupancy,Median Variance,"MinusOne
Stability (from Kubik Mol Cell 215 (https://doi.org/1.116/j.molcel.215.1.2))",Head_assoc,Distance,ClosestID,ClosestID_rankorder,ClosestID_coor,ClosestID_Strand,Head_Assoc_Type,ClosestID_orientation,Tail_assoc,Distance,ClosestID,ClosestID_rankorder,ClosestID_coor,ClosestID_Strand,Tail_Assoc_Type,ClosestID_orientation,TATA_type,TATA left,TATA right,"Fragile vs Stable ""-1"" nucleosomes from Kubik Mol Cell 2015 (https://doi.org/10.1016/j.molcel.2015.10.002)",GO (Gene Ontology) description
chr7,-,42062,04_UNB,04b_UNB,TFIID-dominated,YGL129C,RSM23,269075,267723,267723,269075,1352,ST4811,270169,267585,267585,270169,2584,270459,270117,270117,270459,342,270288,270459,267485,267485,270459,NFR_mid_270288,NFR,270288,mid,.,.,.,.,.,.,,257,239,222,240,167,218,187,270117,nuc_chr7-270117,134.8738883,40.81590956,270459,nuc_chr7-270459,114.4116791,36.4556298,stable,X_H,45,H_YGL128C,40647,270214,-,H,Tandem,T_X,1492,H_YGL130W,41381,266093,+,H,Divergent,TATA_box,269167,269175,stable,RSM23_Mitochondrial ribosomal protein of the small subunit_YGL129C|mS29|mitochondrial 37S ribosomal protein RSM23_S0003097
chr5,-,42063,04_UNB,04a_RSC_HS,SAGA-dominated,YER091C,MET6,342167,339864,339864,342167,2303,ST4603,342233,339648,339648,342233,2585,342402,342168,342168,342402,234,342285,342402,339548,339548,342402,NFR_mid_342285,NFR,342285,mid,.,.,.,.,.,.,,928,685,423,572,629,390,171,342168,nuc_chr5-342168,173.5593811,42.65148357,342402,nuc_chr5-342402,192.1396465,34.42567929,stable,X_H,587,H_YER092W,20105,342820,+,H,Divergent,T_T,51,T_YER090W,31007,339597,+,T,Divergent,TATA_box,342324,342332,stable,MET6_Cobalamin-independent methionine synthase_YER091C|5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase_S0000893
chr14,+,42064,04_UNB,04b_UNB,TFIID-dominated,YNL256W,FOL1,164623,167097,164623,167097,2474,ST2749,164569,167154,164569,167154,2585,164348,164612,164348,164612,264,164480,164348,167254,164348,167254,NFR_mid_164480,NFR,164480,mid,.,.,.,.,.,.,,474,342,379,271,245,218,264,164612,nuc_chr14-164612,146.4021118,36.84421684,164348,nuc_chr14-164348,150.8142484,39.05081093,stable,H_H,171,H_YNL257C,42354,164398,-,H,Divergent,T_X,667,T_YNL254C,41270,167821,-,T,Divergent,TATA_like,164477,164485,stable,FOL1_Multifunctional enzyme of the folic acid biosynthesis pathway_YNL256W|trifunctional dihydropteroate synthetase/dihydrohydroxymethylpterin pyrophosphokinase/dihydroneopterin aldolase FOL1_S0005200
chr15,-,42065,04_UNB,04b_UNB,TFIID-dominated,YOR034C-A,,397668,397426,397426,397668,242,ST6748,400126,397541,397541,400126,2585,400380,400074,400074,400380,306,400227,400380,397441,397441,400380,NFR_mid_400227,NFR,400227,mid,.,.,.,.,.,.,,436,351,369,315,237,180,248,400074,nuc_chr15-400074,134.5380292,31.14201799,400380,nuc_chr15-400380,129.2693031,34.22860075,,X_H,48,H_YOR035C,42022,400174,-,H,Tandem,T_X,175,H_YOR034C,42073,397366,-,H,Tandem, , , ,,
chr4,-,42066,04_UNB,04b_UNB,TFIID-dominated,YDR369C,XRS2,1217580,1215016,1215016,1217580,2564,ST4377,1217609,1215024,1215024,1217609,2585,1217820,1217560,1217560,1217820,260,1217690,1217820,1214924,1214924,1217820,NFR_mid_1217690,NFR,1217690,mid,.,.,.,.,.,.,,221,198,211,136,156,138,177,1217560,nuc_chr4-1217560,95.95665194,41.24872291,1217820,nuc_chr4-1217820,86.52204597,39.1147797,stable,X_H,167,T_YDR370C,41110,1217776,-,T,Tandem,T_T,19,T_YDR368W,40872,1215005,+,T,Divergent, , , ,stable,XRS2_Protein required for DNA repair_YDR369C_S0002777
chr6,+,42067,04_UNB,04b_UNB,TFIID-dominated,YFR022W,ROG3,196833,199034,196833,199034,2201,ST1018,196580,199165,196580,199165,2585,196321,196585,196321,196585,264,196453,196321,199265,196321,199265,NFR_mid_196453,NFR,196453,mid,.,.,.,.,.,.,,572,441,461,453,248,252,267,196585,nuc_chr6-196585,161.9065752,32.1003203,196321,nuc_chr6-196321,147.5117355,31.55395452,stable,X_H,223,T_YFR021W,41464,196357,+,T,Tandem,T_T,134,T_RUF22,120006,199299,-,T,Divergent,TATA_box,196483,196491,stable,"ROG3_Alpha-arrestin involved in ubiquitin-dependent endocytosis_YFR022W|ART7_{Homologous Gene Pair = YOR018W, ROD1, 0.39}_S0001918"
chr12,-,42068,04_UNB,04a_RSC_HS,SAGA-dominated,YLR176C,RFX1,510232,507797,507797,510232,2435,ST5975,510187,507594,507594,510187,2593,510391,510141,510141,510391,250,510266,510391,507494,507494,510391,NFR_mid_510266,NFR,510266,mid,.,.,.,.,.,.,,244,171,180,199,145,180,145,510141,nuc_chr12-510141,179.0009869,37.45062909,510391,nuc_chr12-510391,106.9715353,34.50393092,,H_H,171,H_YLR177W,42091,510358,+,H,Divergent,T_X,1500,H_YLR175W,30973,506094,+,H,Divergent,TATA_like,510180,510188,,RFX1_Major transcriptional repressor of DNA-damage-regulated genes_YLR176C|CRT1_S0004166
chr8,-,42069,04_UNB,04a_RSC_HS,TFIID-dominated,YHR028C,DAP2,167434,164978,164978,167434,2456,ST5128,167485,164892,164892,167485,2593,167714,167424,167424,167714,290,167569,167714,164792,164792,167714,NFR_mid_167569,NFR,167569,mid,.,.,.,.,.,.,,576,450,410,349,164,218,190,167424,nuc_chr8-167424,126.9349976,30.13872919,167714,nuc_chr8-167714,115.9254528,30.50249828,stable,X_H,71,T_YHR029C,30449,167556,-,T,Tandem,T_X,111,H_YHR027C,31585,164781,-,H,Tandem,TATA_like,167501,167509,stable,DAP2_Dipeptidyl aminopeptidase_YHR028C|DPP2_S0001070
chr12,+,42070,04_UNB,04b_UNB,TFIID-dominated,YLR241W,CSC1,620473,622821,620473,622821,2348,ST2293,620422,623015,620422,623015,2593,620196,620465,620196,620465,269,620331,620196,623115,620196,623115,NFR_mid_620331,NFR,620331,mid,.,.,.,.,.,.,,562,396,366,393,259,264,209,620465,nuc_chr12-620465,139.2168858,39.83359889,620196,nuc_chr12-620196,107.4132154,43.79933941,stable,X_H,143,T_YLR240W,42136,620279,+,T,Tandem,T_X,956,H_YLR242C,40777,623971,-,H,Divergent,TATA_like,620354,620362,stable,CSC1_Calcium permeable gated cation channel_YLR241W_S0004231
chr12,+,42071,04_UNB,04b_UNB,TFIID-dominated,YLR393W,ATP10,907079,907918,907079,907918,839,ST2378,907038,909631,907038,909631,2593,906827,907090,906827,907090,263,906959,906827,909731,906827,909731,NFR_mid_906959,NFR,906959,mid,.,.,.,.,.,.,,541,351,327,292,234,187,148,907090,nuc_chr12-907090,97.14394511,33.17228866,906827,nuc_chr12-906827,77.14095751,45.13515351,,X_H,219,H_YLR392C,41838,906819,-,H,Divergent,T_X,387,T_YLR396C,31315,910018,-,T,Divergent,TATA_like,906946,906954,,ATP10_Assembly factor for the F0 sector of mitochondrial F1F0 ATP synthase_YLR393W_S0004385
chr9,-,42072,04_UNB,04b_UNB,TFIID-dominated,YIL068C,SEC6,235474,233057,233057,235474,2417,ST5311,235536,232943,232943,235536,2593,235745,235484,235484,235745,261,235615,235745,232843,232843,235745,NFR_mid_235615,NFR,235615,mid,.,.,.,.,.,.,,523,347,402,341,267,214,238,235484,nuc_chr9-235484,133.068236,37.24137863,235745,nuc_chr9-235745,127.9004124,40.89347072,stable,X_H,127,T_YIL067C,41847,235663,-,T,Tandem,T_X,479,H_YIL069C,10100,232464,-,H,Tandem,TATA_like,235587,235595,stable,SEC6_Essential 88kDa subunit of the exocyst complex_YIL068C|SNARE-binding exocyst subunit SEC6_S0001330
chr15,-,42073,04_UNB,04a_RSC_HS,TFIID-dominated,YOR034C,AKR2,397086,394837,394837,397086,2249,ST6747,397366,394765,394765,397366,2601,397641,397287,397287,397641,354,397464,397641,394665,394665,397641,NFR_mid_397464,NFR,397464,mid,.,.,.,.,.,.,,513,293,451,355,228,268,248,397287,nuc_chr15-397287,113.9916698,39.37452071,397641,nuc_chr15-397641,81.68766085,37.15218275,fragile,X_H,175,T_YOR034C-A,42065,397541,-,T,Tandem,T_X,119,H_YOR033C,41953,394646,-,H,Tandem,TATA_like,397289,397297,fragile,"AKR2_Ankyrin repeat-containing protein_YOR034C|putative palmitoyltransferase AKR2_{Homologous Gene Pair = YDR264C, AKR1, 0.37}_S0005560"
chr8,+,42074,04_UNB,04b_UNB,TFIID-dominated,YHR182W,,468219,470576,468219,470576,2357,ST1544,468147,470748,468147,470748,2601,468040,468226,468040,468226,186,468133,468040,470848,468040,470848,NFR_mid_468133,NFR,468133,mid,.,.,.,.,.,.,,221,207,253,159,156,149,187,468226,nuc_chr8-468226,104.4237186,34.0419241,468040,nuc_chr8-468040,148.8518646,41.44395673,,X_H,151,T_YHR181W,60037,467996,+,T,Tandem,T_X,20,H_SUT594,100093,470768,-,H,Divergent, , , ,,YHR182W_Protein of unknown function_YHR182W_S0001225
chr13,-,42075,04_UNB,04b_UNB,TFIID-dominated,YMR212C,EFR3,693043,690695,690695,693043,2348,ST6339,693198,690589,690589,693198,2609,693388,693133,693133,693388,255,693261,693388,690489,690489,693388,NFR_mid_693261,NFR,693261,mid,.,.,.,.,.,.,,638,495,552,479,314,233,241,693133,nuc_chr13-693133,124.9029074,41.95527502,693388,nuc_chr13-693388,121.517104,35.42519314,stable,H_H,139,H_YMR213W,41608,693337,+,H,Divergent,T_X,1524,H_YMR211W,41384,689065,+,H,Divergent,TATA_like,693191,693199,stable,EFR3_Protein required for Stt4-containing PI kinase complex localization_YMR212C_S0004825
chr2,-,42076,04_UNB,04b_UNB,SAGA-dominated,YBR102C,EXO84,447323,445062,445062,447323,2261,ST3811,447401,444792,444792,447401,2609,447598,447333,447333,447598,265,447466,447598,444692,444692,447598,NFR_mid_447466,NFR,447466,mid,.,.,.,.,.,.,,493,261,284,257,281,195,293,447333,nuc_chr2-447333,110.7810137,35.69423089,447598,nuc_chr2-447598,108.4773407,33.93547321,stable,H_H,155,H_YBR103W,41566,447556,+,H,Divergent,T_X,31,H_YBR101C,20238,444761,-,H,Tandem,TATA_like,447410,447418,stable,EXO84_Exocyst subunit with dual roles in exocytosis and spliceosome assembly_YBR102C|USA3|exocyst subunit EXO84_S0000306
chr2,-,42077,04_UNB,04b_UNB,TFIID-dominated,YBR276C,PPS1,760043,757620,757620,760043,2423,ST3906,760160,757551,757551,760160,2609,760308,760084,760084,760308,224,760196,760308,757451,757451,760308,NFR_mid_760196,NFR,760196,mid,.,.,.,.,.,.,,487,347,304,280,214,203,257,760084,nuc_chr2-760084,92.868456,43.51616934,760308,nuc_chr2-760308,85.34716468,42.37304432,stable,H_H,99,H_YBR278W,40423,760259,+,H,Divergent,T_X,310,H_YBR275C,42461,757241,-,H,Tandem, , , ,stable,PPS1_Protein phosphatase_YBR276C|tyrosine/serine/threonine protein phosphatase PPS1_S0000480
chr7,-,42078,04_UNB,04b_UNB,TFIID-dominated,YGL027C,CWH41,446143,443642,443642,446143,2501,ST4867,446178,443569,443569,446178,2609,446357,446120,446120,446357,237,446239,446357,443469,443469,446357,NFR_mid_446239,NFR,446239,mid,.,.,.,.,.,.,,290,275,281,266,184,203,161,446120,nuc_chr7-446120,89.92200017,38.0357156,446357,nuc_chr7-446357,122.8073236,44.54853453,stable,X_H,167,T_YGL026C,31277,446345,-,T,Tandem,T_X,503,H_YGL028C,20714,443066,-,H,Tandem,TATA_like,446196,446204,stable,CWH41_Processing alpha glucosidase I_YGL027C|DER7|GLS1_S0002995
chr9,+,42079,04_UNB,04b_UNB,TFIID-dominated,YIL140W,AXL2,85366,87837,85366,87837,2471,imputed,85296,87907,85296,87907,2611,85128,85297,85128,85297,169,85213,85128,88007,85128,88007,NFR_mid_85213,NFR,85213,mid,.,.,.,.,.,.,,314,252,294,283,262,271,270,85297,nuc_chr9-85297,197.2355115,42.08680533,85128,nuc_chr9-85128,156.8685857,33.40253671,stable,X_H,375,T_YIL142W,41477,84921,+,T,Tandem,T_X,826,H_YIL139C,30299,88733,-,H,Divergent,TATA_like,85120,85128,stable,AXL2_Integral plasma membrane protein_YIL140W|SRO4|BUD10_S0001402
chr10,+,42080,04_UNB,04b_UNB,TFIID-dominated,YJL099W,CHS6,239414,241654,239414,241654,2240,ST1766,239283,241900,239283,241900,2617,239142,239386,239142,239386,244,239264,239142,242000,239142,242000,NFR_mid_239264,NFR,239264,mid,.,.,.,.,.,.,,521,414,343,300,267,214,183,239386,nuc_chr10-239386,137.8255077,35.80461154,239142,nuc_chr10-239142,134.9149553,43.22344075,,X_H,103,T_YJL100W,20787,239180,+,T,Tandem,T_X,3360,T_YJL098W,42290,245260,+,T,Tandem,TATA_like,239290,239298,,"CHS6_Member of the ChAPs (Chs5p-Arf1p-binding proteins) family_YJL099W|CSD3_{Homologous Gene Pair = YKR027W, BCH2, 0.42}_S0003635"
chr11,-,42081,04_UNB,04b_UNB,TFIID-dominated,YKR010C,TOF2,461239,458924,458924,461239,2315,ST5772,461365,458748,458748,461365,2617,461608,461295,461295,461608,313,461452,461608,458648,458648,461608,NFR_mid_461452,NFR,461452,mid,.,.,.,.,.,.,,588,374,449,384,273,268,219,461295,nuc_chr11-461295,188.0289999,38.54840571,461608,nuc_chr11-461608,140.6383046,31.94972608,fragile,X_H,103,T_YKR011C,30695,461468,-,T,Tandem,T_T,78,T_tL(CAA)K,150255,458670,+,T,Divergent,TATA_like,461373,461381,fragile,"TOF2_Protein required for rDNA silencing and mitotic rDNA condensation_YKR010C_{Homologous Gene Pair = YJL076W, NET1, 0.16}_S0001718"
chr14,-,42082,04_UNB,04b_UNB,TFIID-dominated,YNL325C,FIG4,31378,28739,28739,31378,2639,ST6411,31406,28789,28789,31406,2617,31698,31350,31350,31698,348,31524,31698,28689,28689,31698,NFR_mid_31524,NFR,31524,mid,.,.,.,.,.,.,,186,158,126,153,161,149,164,31350,nuc_chr14-31350,109.6715194,30.38984507,31698,nuc_chr14-31698,139.1657788,37.44294062,stable,X_H,360,H_CUT795,90166,31766,-,H,Tandem,T_X,391,H_YNL326C,40878,28398,-,H,Tandem, , , ,stable,"FIG4_Phosphatidylinositol 3,5-bisphosphate (PtdIns[3,5]P) phosphatase_YNL325C|phosphatidylinositol-3,5-bisphosphate 5-phosphatase_S0005269"
chr2,-,42083,04_UNB,04b_UNB,TFIID-dominated,YBR001C,NTH2,241283,238941,238941,241283,2342,ST3739,241410,238793,238793,241410,2617,241691,241410,241410,241691,281,241551,241691,238693,238693,241691,NFR_mid_241551,NFR,241551,mid,.,.,.,.,.,.,,826,671,436,329,392,271,190,,, , ,241691,nuc_chr2-241691,147.3979852,36.6157316,stable,X_H,87,T_YBR002C,30503,241497,-,T,Tandem,T_X,310,H_XUT_2F-78,110102,238483,+,H,Divergent,TATA_box,241495,241503,stable,"NTH2_Putative neutral trehalase, required for thermotolerance_YBR001C|alpha,alpha-trehalase NTH2_{Homologous Gene Pair = YDR001C, NTH1, 0.76}_S0000205"
chr4,+,42084,04_UNB,04b_UNB,TFIID-dominated,YDR416W,SYF1,1298432,1301011,1298432,1301011,2579,ST0729,1298356,1300973,1298356,1300973,2617,1298154,1298407,1298154,1298407,253,1298281,1298154,1301073,1298154,1301073,NFR_mid_1298281,NFR,1298281,mid,.,.,.,.,.,.,,350,342,302,277,239,210,177,1298407,nuc_chr4-1298407,114.2518049,34.3503107,1298154,nuc_chr4-1298154,123.6886028,38.00776928,stable,H_H,147,H_YDR415C,40947,1298209,-,H,Divergent,T_X,4,H_CUT532,90366,1300977,-,H,Divergent,TATA_like,1298332,1298340,stable,SYF1_Member of the NineTeen Complex (NTC)_YDR416W|NTC90|mRNA splicing protein SYF1_S0002824
chr4,-,42085,04_UNB,04b_UNB,TFIID-dominated,YDL040C,NAT1,381438,378874,378874,381438,2564,ST4134,381480,378863,378863,381480,2617,381709,381432,381432,381709,277,381571,381709,378763,378763,381709,NFR_mid_381571,NFR,381571,mid,.,.,.,.,.,.,,765,437,606,445,284,332,257,381432,nuc_chr4-381432,165.9114151,34.95873877,381709,nuc_chr4-381709,125.1147082,46.50540409,stable,H_H,115,H_SUT048,100365,381595,+,H,Divergent,T_X,351,H_YDL042C,41657,378512,-,H,Tandem,TATA_like,381502,381510,stable,NAT1_Subunit of protein N-terminal acetyltransferase NatA_YDL040C|NAA15|AAA1|peptide alpha-N-acetyltransferase complex A subunit NAT1_S0002198
chr13,-,42086,04_UNB,04a_RSC_HS,TFIID-dominated,YMR168C,CEP3,599158,597332,597332,599158,1826,ST6309,599206,596581,596581,599206,2625,599420,599117,599117,599420,303,599269,599420,596481,596481,599420,NFR_mid_599269,NFR,599269,mid,.,.,.,.,.,.,,677,477,539,445,295,275,196,599117,nuc_chr13-599117,216.956354,34.39186934,599420,nuc_chr13-599420,83.95731014,34.5915616,stable,X_H,207,T_YMR169C,20560,599413,-,T,Tandem,T_X,1692,H_YMR167W,42168,594889,+,H,Divergent,TATA_like,599157,599165,stable,CEP3_Essential Induction protein_YMR168C|CBF3|CBF3B|CSL1_S0004778
chr12,-,42087,04_UNB,04b_UNB,TFIID-dominated,YLR144C,ACF2,432016,429677,429677,432016,2339,ST5955,432052,429427,429427,432052,2625,432209,431959,431959,432209,250,432084,432209,429327,429327,432209,NFR_mid_432084,NFR,432084,mid,.,.,.,.,.,.,,419,216,296,286,203,180,190,431959,nuc_chr12-431959,86.4304931,33.40692708,432209,nuc_chr12-432209,196.0116985,35.00358563,stable,H_H,19,H_YLR145W,40394,432071,+,H,Divergent,T_X,2124,H_YLR143W,60101,427303,+,H,Divergent, , , ,stable,"ACF2_Intracellular beta-1,3-endoglucanase_YLR144C|PCA1|ENG2_S0004134"
chr12,+,42088,04_UNB,04b_UNB,TFIID-dominated,YLR182W,SWI6,517940,520351,517940,520351,2411,ST2261,517894,520519,517894,520519,2625,517681,517961,517681,517961,280,517821,517681,520619,517681,520619,NFR_mid_517821,NFR,517821,mid,.,.,.,.,.,.,,436,275,340,292,189,126,225,517961,nuc_chr12-517961,101.3000086,39.18514967,517681,nuc_chr12-517681,203.0798617,41.43086614,stable,H_H,139,H_YLR181C,40952,517755,-,H,Divergent,T_X,1636,H_YLR183C,20583,522155,-,H,Divergent, , , ,stable,SWI6_Transcription cofactor_YLR182W|PSL8|SDS11|transcriptional regulator SWI6_S0004172
chr12,+,42089,04_UNB,04b_UNB,TFIID-dominated,YLR207W,HRD3,556788,559289,556788,559289,2501,ST2276,556726,559351,556726,559351,2625,556565,556796,556565,556796,231,556681,556565,559451,556565,559451,NFR_mid_556681,NFR,556681,mid,.,.,.,.,.,.,,278,288,186,136,139,122,142,556796,nuc_chr12-556796,89.57092836,39.54537851,556565,nuc_chr12-556565,94.75699263,47.15572465,stable,X_H,151,T_YLR206W,31247,556575,+,T,Tandem,T_X,87,H_YLR208W,30732,559438,+,H,Tandem,TATA_like,556712,556720,stable,HRD3_ER membrane protein that plays a central role in ERAD_YLR207W|ubiquitin ligase complex subunit HRD3_S0004197
chr10,-,42090,04_UNB,04b_UNB,TFIID-dominated,YJL204C,RCY1,53151,50629,50629,53151,2522,ST5385,53205,50572,50572,53205,2633,53357,53117,53117,53357,240,53237,53357,50472,50472,53357,NFR_mid_53237,NFR,53237,mid,.,.,.,.,.,.,,456,311,325,318,245,241,228,53117,nuc_chr10-53117,132.3483137,37.30687114,53357,nuc_chr10-53357,130.0435916,36.23177779,stable,H_H,91,H_YJL203W,40620,53296,+,H,Divergent,T_X,119,H_YJL205C,40075,50453,-,H,Tandem, , , ,stable,RCY1_F-box protein involved in recycling endocytosed proteins_YJL204C_S0003740
chr12,+,42091,04_UNB,04b_UNB,TFIID-dominated,YLR177W,,511054,512940,511054,512940,1886,ST2259,510358,512999,510358,512999,2641,510141,510391,510141,510391,250,510266,510141,513099,510141,513099,NFR_mid_510266,NFR,510266,mid,.,.,.,.,.,.,,179,122,144,196,139,214,190,510391,nuc_chr12-510391,106.9715353,34.50393092,510141,nuc_chr12-510141,179.0009869,37.45062909,stable,H_H,171,H_YLR176C,42068,510187,-,H,Divergent,T_X,52,H_ACS_12_513086_-,160183,513051,-,H,Divergent, , , ,stable,"YLR177W_Putative protein of unknown function_YLR177W_{Homologous Gene Pair = YDR505C, PSP1, 0.48}_S0004167"
chr16,+,42092,04_UNB,04b_UNB,TFIID-dominated,YPL045W,VPS16,467260,469656,467260,469656,2396,ST3477,467165,469806,467165,469806,2641,466947,467217,466947,467217,270,467082,466947,469906,466947,469906,NFR_mid_467082,NFR,467082,mid,.,.,.,.,.,.,,394,194,296,292,186,183,212,467217,nuc_chr16-467217,149.3997504,34.82706585,466947,nuc_chr16-466947,97.1332197,39.83296319,stable,H_H,147,H_YPL046C,40153,467018,-,H,Divergent,T_X,87,H_YPL043W,41863,469893,+,H,Tandem,TATA_like,467120,467128,stable,VPS16_Subunit of the HOPS and the CORVET complexes_YPL045W|SVL6|VAM9|VPT16|tethering complex subunit VPS16|CVT15_S0005966
chr8,+,42093,04_UNB,04b_UNB,TFIID-dominated,YHR159W,TDA11,417549,419063,417549,419063,1514,ST1525,417382,420023,417382,420023,2641,417245,417520,417245,417520,275,417383,417245,420123,417245,420123,NFR_mid_417383,NFR,417383,mid,.,.,.,.,.,.,,524,342,353,283,206,225,238,417520,nuc_chr8-417520,70.27554898,36.17312878,417245,nuc_chr8-417245,81.86579603,39.55255866,stable,H_H,75,H_YHR158C,42346,417307,-,H,Divergent,T_X,44,H_YHR160C,50140,420067,-,H,Divergent,TATA_like,417450,417458,stable,TDA11_Putative protein of unknown function_YHR159W_S0001202
chr11,-,42094,04_UNB,04b_UNB,TFIID-dominated,YKL134C,01-Oct,191442,189124,189124,191442,2318,ST5675,191495,188848,188848,191495,2647,191874,191445,191445,191874,429,191660,191874,188748,188748,191874,NFR_mid_191660,NFR,191660,mid,.,.,.,.,.,.,,318,212,209,211,175,206,196,191445,nuc_chr11-191445,93.36630714,39.80374755,191874,nuc_chr11-191874,170.2108776,38.50841828,stable,X_H,111,T_YKL133C,41299,191606,-,T,Tandem,T_X,87,H_YKL135C,31382,188761,-,H,Tandem,TATA_box,191544,191552,stable,OCT1'_Mitochondrial intermediate peptidase_YKL134C|metalloendopeptidase_S0001617
chr12,-,42095,04_UNB,04b_UNB,TFIID-dominated,YLR319C,BUD6,771684,769318,769318,771684,2366,ST6055,771763,769114,769114,771763,2649,771948,771699,771699,771948,249,771824,771948,769014,769014,771948,NFR_mid_771824,NFR,771824,mid,.,.,.,.,.,.,,537,252,369,312,195,245,228,771699,nuc_chr12-771699,112.8962248,37.39491354,771948,nuc_chr12-771948,102.6175408,30.02799759,stable,H_H,147,H_YLR320W,42410,771910,+,H,Divergent,T_X,2716,H_YLR318W,42127,766398,+,H,Divergent,TATA_like,771762,771770,stable,BUD6_Actin- and formin-interacting protein_YLR319C|AIP3_S0004311
chr16,-,42096,04_UNB,04b_UNB,TFIID-dominated,YPL105C,SYH1,355412,352863,352863,355412,2549,ST7078,355442,352785,352785,355442,2657,355680,355395,355395,355680,285,355538,355680,352685,352685,355680,NFR_mid_355538,NFR,355538,mid,.,.,.,.,.,.,,1172,694,1003,843,445,531,560,355395,nuc_chr16-355395,140.8709399,34.76033961,355680,nuc_chr16-355680,146.9597612,34.28320727,stable,H_H,219,H_YPL104W,41802,355661,+,H,Divergent,T_X,180,H_SUT403,100027,352605,+,H,Divergent, , , ,stable,"SYH1_Protein of unknown function that influences nuclear pore distribution_YPL105C|MYR1_{Homologous Gene Pair = YBR172C, SMY2, 0.29}_S0006026"
chr2,+,42097,04_UNB,04b_UNB,TFIID-dominated,YBL008W-A,,209409,209648,209409,209648,239,ST0095,209564,212221,209564,212221,2657,209411,209609,209411,209609,198,209510,209411,212321,209411,212321,NFR_mid_209510,NFR,209510,mid,.,.,.,.,.,.,,259,234,165,217,167,191,199,209609,nuc_chr2-209609,151.3786632,43.70294939,209411,nuc_chr2-209411,106.3066782,41.96742217,,X_H,255,T_YBL009W,41843,209309,+,T,Tandem,T_T,24,T_YBL008W,42098,212245,+,T,Tandem, , , ,,
chr2,+,42098,04_UNB,04b_UNB,TFIID-dominated,YBL008W,HIR1,209653,212175,209653,212175,2522,imputed,209583,212245,209583,212245,2662,209411,209609,209411,209609,198,209510,209411,212345,209411,212345,NFR_mid_209510,NFR,209510,mid,.,.,.,.,.,.,,274,221,180,228,170,203,177,209609,nuc_chr2-209609,151.3786632,43.70294939,209411,nuc_chr2-209411,106.3066782,41.96742217,stable,X_H,19,H_YBL008W-A,42097,209564,+,H,Tandem,T_X,227,T_YBL007C,31684,212472,-,T,Divergent,TATA_like,209564,209572,stable,HIR1_Subunit of the HIR complex_YBL008W_S0000104
chr12,-,42099,04_UNB,04a_RSC_HS,TFIID-dominated,YLR337C,VRP1,805106,802653,802653,805106,2453,ST6069,805171,802506,802506,805171,2665,805411,805099,805099,805411,312,805255,805411,802406,802406,805411,NFR_mid_805255,NFR,805255,mid,.,.,.,.,.,.,,448,297,294,242,217,252,206,805099,nuc_chr12-805099,99.67960654,37.17171206,805411,nuc_chr12-805411,97.23042953,44.68160779,stable,X_H,651,H_YLR340W,10087,805822,+,H,Divergent,T_X,71,H_YLR336C,42169,802435,-,H,Tandem, , , ,stable,"VRP1_Verprolin, proline-rich actin-associated protein_YLR337C|END5|MDP2|YLR337W_S0004329"
chr10,+,42100,04_UNB,04b_UNB,TFIID-dominated,YJL062W,LAS21,317284,319776,317284,319776,2492,ST1784,317260,319925,317260,319925,2665,316919,317310,316919,317310,391,317115,316919,320025,316919,320025,NFR_mid_317115,NFR,317115,mid,.,.,.,.,.,.,,300,279,237,208,195,206,203,317310,nuc_chr10-317310,115.6262001,37.67734791,316919,nuc_chr10-316919,116.8596977,29.4321814,stable,X_H,95,T_YJL062W-A,30055,317165,+,T,Tandem,T_X,47,H_YJL061W,42263,319972,+,H,Tandem, , , ,stable,LAS21_Integral plasma membrane protein_YJL062W|GPI7|mannose-ethanolamine phosphotransferase LAS21_S0003598
chr14,+,42101,04_UNB,04b_UNB,TFIID-dominated,YNL040W,,553380,554750,553380,554750,1370,ST2889,552242,554907,552242,554907,2665,551990,552279,551990,552279,289,552135,551990,555007,551990,555007,NFR_mid_552135,NFR,552135,mid,.,.,.,.,.,.,,697,464,510,442,320,352,273,552279,nuc_chr14-552279,158.1035558,26.90181082,551990,nuc_chr14-551990,137.290253,37.15043872,,H_H,195,H_YNL041C,42121,552047,-,H,Divergent,T_X,103,H_YNL039W,41616,555010,+,H,Tandem,TATA_like,553291,553299,,YNL040W_Protein of unknown function_YNL040W|putative alanine--tRNA ligase_S0004985
